지점번호,지점명,일시,평균기온(℃),최고기온(℃),최고기온시각,최저기온(℃)
146,전주,2021-08-23,23.5,25.1,12:01,21.8
146,전주,2021-08-24,25.3,29.5,12:34,21.8
146,전주,2021-08-25,24.8,28.3,12:29,23.3
146,전주,2021-08-26,26.3,31.2,13:45,22.9
146,전주,2021-08-27,21.7,24.3,0:01,19.9
146,전주,2021-08-28,23.6,29.0,12:22,20.3
146,전주,2021-08-29,22.7,27.9,14:40,19.4
146,전주,2021-08-30,24.1,28.9,13:30,21.6
146,전주,2021-08-31,26.2,31.5,15:12,22.0
146,전주,2021-09-01,24.3,26.2,1:56,21.7
146,전주,2021-09-02,23.1,26.6,9:24,21.0
146,전주,2021-09-03,23.6,29.0,15:31,20.2
146,전주,2021-09-04,23.8,28.7,13:16,19.0
146,전주,2021-09-05,21.5,23.9,14:09,19.1
146,전주,2021-09-06,20.9,22.8,11:13,19.1
146,전주,2021-09-07,22.3,25.0,13:39,20.6
146,전주,2021-09-08,22.4,27.3,15:20,19.7
146,전주,2021-09-09,23.3,28.9,14:54,17.7
146,전주,2021-09-10,23.6,28.1,14:45,20.9
146,전주,2021-09-11,24.7,29.8,13:39,20.0
146,전주,2021-09-12,24.7,29.8,13:55,19.6
146,전주,2021-09-13,24.3,28.4,14:03,20.7
146,전주,2021-09-14,23.8,28.1,13:56,20.6
146,전주,2021-09-15,24.4,29.4,14:54,19.4
146,전주,2021-09-16,23.2,30.2,15:01,18.0
146,전주,2021-09-17,21.3,26.6,14:54,19.3
146,전주,2021-09-18,23.0,28.8,16:04,17.6
146,전주,2021-09-19,23.6,28.9,14:41,18.9
146,전주,2021-09-20,24.0,29.0,14:54,18.5
146,전주,2021-09-21,23.0,26.4,15:56,20.1
146,전주,2021-09-22,23.4,27.2,14:32,20.4
146,전주,2021-09-23,21.2,26.7,12:57,17.5
146,전주,2021-09-24,21.3,27.5,15:32,15.8
146,전주,2021-09-25,21.5,25.5,13:02,17.0
146,전주,2021-09-26,22.1,27.5,14:16,17.5
146,전주,2021-09-27,22.7,28.0,13:06,19.4
146,전주,2021-09-28,22.3,25.8,12:22,20.6
146,전주,2021-09-29,21.7,23.4,8:27,19.4
146,전주,2021-09-30,22.3,28.3,14:11,18.0
146,전주,2021-10-01,21.8,29.0,15:15,17.1
146,전주,2021-10-02,22.4,28.4,14:52,17.6
146,전주,2021-10-03,24.5,31.5,14:41,17.8
146,전주,2021-10-04,25.2,30.6,13:43,21.5
146,전주,2021-10-05,23.6,29.1,13:58,19.9
146,전주,2021-10-06,23.2,29.6,16:16,17.4
146,전주,2021-10-07,21.3,26.3,11:27,18.9
146,전주,2021-10-08,20.7,23.2,10:13,18.6
146,전주,2021-10-09,24.0,30.2,14:48,19.4
146,전주,2021-10-10,24.1,30.2,12:15,17.5
146,전주,2021-10-11,14.9,17.6,0:05,12.4
146,전주,2021-10-12,16.1,17.2,13:32,15.6
146,전주,2021-10-13,19.9,25.5,14:29,15.6
146,전주,2021-10-14,20.4,25.5,13:36,17.0
146,전주,2021-10-15,18.3,22.0,13:47,15.7
146,전주,2021-10-16,12.8,17.4,0:01,6.5
146,전주,2021-10-17,6.7,12.4,15:18,2.2
